itemID,item,item_type,category,choices,Definition-english,gloss,definition,complexity_category,scoring_category,enabler,enable_response
item_404,dance,word,action_words,produces,dance,dance,לרקוד,,,,
item_405,draw,word,action_words,produces,draw,draw,לצייר,,,,
item_406,drink.action,word,action_words,produces,drink (action),drink (action),לשתות,,,,
item_407,drive,word,action_words,produces,drive,drive,לנהוג,,,,
item_408,drop,word,action_words,produces,drop,drop,להפיל,,,,
item_409,dry.action,word,action_words,produces,dry (action),dry (action),ליבש,,,,
item_410,eat,word,action_words,produces,eat,eat,לאכול,,,,
item_411,fall,word,action_words,produces,fall,fall,ליפול,,,,
item_412,feed,word,action_words,produces,feed,feed,להאכיל,,,,
item_413,find,word,action_words,produces,find,find,למצוא,,,,
item_414,finish,word,action_words,produces,finish,finish,לגמור,,,,
item_415,fit,word,action_words,produces,fit,fit,להתאים,,,,
item_416,fix,word,action_words,produces,fix,fix,לתקן,,,,
item_417,give,word,action_words,produces,give,give,לתת,,,,
item_418,go,word,action_words,produces,go,go,ללכת,,,,
item_419,hate,word,action_words,produces,hate,hate,לשנוא,,,,
item_420,hear,word,action_words,produces,hear,hear,לשמוע ,,,,
item_421,help,word,action_words,produces,help,help,לעזור,,,,
item_422,hide,word,action_words,produces,hide,hide,להחביא,,,,
item_423,hit,word,action_words,produces,hit,hit,להכות/ להרביץ,,,,
item_424,hold,word,action_words,produces,hold,hold,להחזיק,,,,
item_425,hug,word,action_words,produces,hug,hug,לחבק,,,,
item_426,hurry,word,action_words,produces,hurry,hurry,למהר,,,,
item_427,jump,word,action_words,produces,jump,jump,לקפוץ,,,,
item_428,kick,word,action_words,produces,kick,kick,לבעוט,,,,
item_429,kiss,word,action_words,produces,kiss,kiss,לנשק,,,,
item_430,lick,word,action_words,produces,lick,lick,ללקק,,,,
item_431,listen,word,action_words,produces,listen,listen,להקשיב,,,,
item_432,look,word,action_words,produces,look,look,להסתכל,,,,
item_433,love,word,action_words,produces,love,love,לאהוב,,,,
item_434,make,word,action_words,produces,make,make,לעשות,,,,
item_435,open,word,action_words,produces,open,open,לפתוח,,,,
item_436,paint,word,action_words,produces,paint,paint,לצבוע,,,,
item_437,pick,word,action_words,produces,pick,pick,לבחור,,,,
item_438,play,word,action_words,produces,play,play,לשחק,,,,
item_439,pour,word,action_words,produces,pour,pour,למזוג,,,,
item_440,pull,word,action_words,produces,pull,pull,למשוך,,,,
item_441,push,word,action_words,produces,push,push,לדחוף,,,,
item_442,put,word,action_words,produces,put,put,לשים,,,,
item_443,read,word,action_words,produces,read,read,לקרוא,,,,
item_444,ride,word,action_words,produces,ride,ride,לרכב,,,,
item_445,rip,word,action_words,produces,rip,rip,לקרוע ,,,,
item_446,run,word,action_words,produces,run,run,לרוץ,,,,
item_447,say,word,action_words,produces,say,say,להגיד,,,,
item_448,see,word,action_words,produces,see,see,לראות/ להראות,,,,
item_449,sing,word,action_words,produces,sing,sing,לשיר,,,,
item_450,sit,word,action_words,produces,sit,sit,לשבת,,,,
item_451,smile,word,action_words,produces,smile,smile,לחייך,,,,
item_452,spill,word,action_words,produces,spill,spill,לשפוך,,,,
item_453,splash,word,action_words,produces,splash,splash,להתיז/ להשפריץ,,,,
item_454,stand,word,action_words,produces,stand,stand,לעמוד,,,,
item_455,stay,word,action_words,produces,stay,stay,להשאר,,,,
item_456,stop,word,action_words,produces,stop,stop,לעצור,,,,
item_457,sweep,word,action_words,produces,sweep,sweep,לטאטא,,,,
item_458,swim,word,action_words,produces,swim,swim,לשחות,,,,
item_459,swing.action,word,action_words,produces,swing (action),swing (action),להתנדנד,,,,
item_460,take,word,action_words,produces,take,take,לקחת,,,,
item_461,talk,word,action_words,produces,talk,talk,לדבר,,,,
item_462,taste,word,action_words,produces,taste,taste,לטעום,,,,
item_463,tear,word,action_words,produces,tear,tear,לקרוע,,,,
item_464,think,word,action_words,produces,think,think,לחשוב,,,,
item_465,throw,word,action_words,produces,throw,throw,לזרוק,,,,
item_466,tickle,word,action_words,produces,tickle,tickle,לדגדג,,,,
item_467,touch,word,action_words,produces,touch,touch,לגעת,,,,
item_468,wait,word,action_words,produces,wait,wait,לחכות,,,,
item_469,wake,word,action_words,produces,wake,wake,להעיר,,,,
item_470,wash,word,action_words,produces,wash,wash,לרחוץ/ לשטוף,,,,
item_471,wipe,word,action_words,produces,wipe,wipe,לנגב,,,,
item_472,wish,word,action_words,produces,wish,wish,לברך,,,,
item_473,work.action,word,action_words,produces,work (action),work (action),לעבוד,,,,
item_474,write,word,action_words,produces,write,write,לכתוב,,,,
item_475,turn_on,word,action_words,produces,turn on,turn on,להדליק,,,,
item_476,bring_down,word,action_words,produces,bring down,bring down,להוריד,,,,
item_477,hide,word,action_words,produces,hide,hide,להתחבא,,,,
item_478,replace,word,action_words,produces,replace,replace,להחליף,,,,
item_479,turn_around,word,action_words,produces,turn around,turn around,להסתובב,,,,
item_480,look_for ,word,action_words,produces,look for something,look for something,לחפש,,,,
item_481,shut_down,word,action_words,produces,shut down,shut down,לכבות,,,,
item_482,lock,word,action_words,produces,lock,lock,לנעול,,,,
item_483,comb,word,action_words,produces,comb,comb,לסרק/ להבריש,,,,
item_484,tell,word,action_words,produces,tell,tell,לספר (סיפור),,,,
item_485,go_out,word,action_words,produces,go out,go out,לצאת,,,,
item_486,get_up,word,action_words,produces,get up,get up,לקום,,,,
item_487,go_down,word,action_words,produces,go down,go down,לרדת,,,,
item_488,save,word,action_words,produces,save,save,לשמור,,,,
item_489,cut,word,action_words,produces,cut,cut,לחתוך,,,,
item_490,rest,word,action_words,produces,rest,rest,לנוח,,,,
item_491,shut,word,action_words,produces,shut,shut,לסתום,,,,
item_492,allgone,word,descriptive_words,produces,all gone,all gone,נגמר,,,,
item_493,asleep,word,descriptive_words,produces,asleep,asleep,ישן,,,,
item_494,awake,word,descriptive_words,produces,awake,awake,ער,,,,
item_495,bad,word,descriptive_words,produces,bad,bad,רע,,,,
item_496,big,word,descriptive_words,produces,big,big,גדול,,,,
item_497,broken,word,descriptive_words,produces,broken,broken,שבור,,,,
item_498,careful,word,descriptive_words,produces,careful,careful,זהיר,,,,
item_499,clean.description,word,descriptive_words,produces,clean (description),clean (description),נקי,,,,
item_500,cold,word,descriptive_words,produces,cold,cold,קר,,,,
item_501,cute,word,descriptive_words,produces,cute,cute,חמוד,,,,
item_502,dark,word,descriptive_words,produces,dark,dark,חשוך,,,,
item_503,dirty,word,descriptive_words,produces,dirty,dirty,מלוכלך,,,,
item_504,dry.description,word,descriptive_words,produces,dry (description),dry (description),יבש,,,,
item_505,empty,word,descriptive_words,produces,empty,empty,ריק,,,,
item_506,fast,word,descriptive_words,produces,fast,fast,מהר,,,,
item_507,full,word,descriptive_words,produces,full,full,מלא,,,,
item_508,good,word,descriptive_words,produces,good,good,טוב,,,,
item_509,happy,word,descriptive_words,produces,happy,happy,שמח,,,,
item_510,hard,word,descriptive_words,produces,hard,hard,קשה,,,,
item_511,heavy,word,descriptive_words,produces,heavy,heavy,כבד,,,,
item_512,hot,word,descriptive_words,produces,hot,hot,חם,,,,
item_513,hungry,word,descriptive_words,produces,hungry,hungry,רעב,,,,
item_514,last,word,descriptive_words,produces,last,last,אחרון ,,,,
item_515,little,word,descriptive_words,produces,little (description),little (description),קטן,,,,
item_516,long,word,descriptive_words,produces,long,long,ארוך ,,,,
item_517,naughty,word,descriptive_words,produces,naughty,naughty,שובב,,,,
item_518,new,word,descriptive_words,produces,new,new,חדש,,,,
item_519,nice,word,descriptive_words,produces,nice,nice,נחמד,,,,
item_520,old,word,descriptive_words,produces,old,old,זקן,,,,
item_521,pretty,word,descriptive_words,produces,pretty,pretty,יפה,,,,
item_522,quiet,word,descriptive_words,produces,quiet,quiet,שקט,,,,
item_523,sad,word,descriptive_words,produces,sad,sad,עצוב,,,,
item_524,sick,word,descriptive_words,produces,sick,sick,חולה,,,,
item_525,soft,word,descriptive_words,produces,soft,soft,רך,,,,
item_526,thirsty,word,descriptive_words,produces,thirsty,thirsty,צמא,,,,
item_527,tired,word,descriptive_words,produces,tired,tired,עייף,,,,
item_528,wet,word,descriptive_words,produces,wet,wet,רטוב,,,,
item_529,yucky,word,descriptive_words,produces,yucky,yucky,מגעיל,,,,
item_530,smart,word,descriptive_words,produces,smart,smart,חכם,,,,
item_531,tasty,word,descriptive_words,produces,tasty,tasty,טעים,,,,
item_532,salty,word,descriptive_words,produces,salty,salty,מלוח ,,,,
item_533,rotten,word,descriptive_words,produces,rotten,rotten,מקולקל,,,,
item_534,sweet,word,descriptive_words,produces,sweet,sweet,מתוק,,,,
item_535,low,word,descriptive_words,produces,low,low,נמוך,,,,
item_536,short,word,descriptive_words,produces,short,short,קצר,,,,
item_537,thin,word,descriptive_words,produces,thin,thin,רזה,,,,
item_538,fat,word,descriptive_words,produces,fat,fat,שמן,,,,
item_539,tall,word,descriptive_words,produces,tall,tall,גבוה,,,,
item_540,strong,word,descriptive_words,produces,strong,strong,חזק,,,,
item_541,ugly,word,descriptive_words,produces,ugly,ugly,מכוער,,,,
item_542,excellent,word,descriptive_words,produces,excellent,excellent,מצויין,,,,
item_543,after,word,time_words,produces,after,after,אחרי,,,,
item_544,before,word,time_words,produces,before,before,לפני,,,,
item_545,later,word,time_words,produces,later,later,אחר כך,,,,
item_546,morning,word,time_words,produces,morning,morning,בוקר,,,,
item_547,night,word,time_words,produces,night,night,לילה,,,,
item_548,now,word,time_words,produces,now,now,עכשיו,,,,
item_549,today,word,time_words,produces,today,today,היום,,,,
item_550,tomorrow,word,time_words,produces,tomorrow,tomorrow,מחר,,,,
item_551,yesterday,word,time_words,produces,yesterday,yesterday,אתמול,,,,
item_552,was ,word,time_words,produces,was ,was ,היה,,,,
item_553,shabat,word,time_words,produces,shabat,shabat,שבת,,,,
item_554,once,word,time_words,produces,once,once,פעם,,,,
item_555,noon,word,time_words,produces,noon,noon,צהריים,,,,
item_556,moment,word,time_words,produces,moment,moment,רגע,,,,
item_557,he_she,word,pronouns,produces,he/ she,he/ she,הוא/ היא,,,,
item_558,i,word,pronouns,produces,I,I,אני,,,,
item_559,me,word,pronouns,produces,me,me,אותי,,,,
item_560,mine,word,pronouns,produces,mine,mine,שלי,,,,
item_561,our,word,pronouns,produces,our,our,שלנו,,,,
item_562,they,word,pronouns,produces,they,they,הם,,,,
item_563,this,word,pronouns,produces,this,this,זה ,,,,
item_564,those,word,pronouns,produces,those,those,אלה,,,,
item_565,we,word,pronouns,produces,we,we,אנחנו,,,,
item_566,you,word,pronouns,produces,you,you,אתה/ את,,,,
item_567,your,word,pronouns,produces,your,your,שלך,,,,
item_568,how,word,question_words,produces,how,how,איך,,,,
item_569,what,word,question_words,produces,what,what,מה,,,,
item_570,when,word,question_words,produces,when,when,מתי,,,,
item_571,where,word,question_words,produces,where,where,איפה,,,,
item_572,which,word,question_words,produces,which,which,איזה,,,,
item_573,who,word,question_words,produces,who,who,מי,,,,
item_574,why,word,question_words,produces,why,why,למה,,,,
item_575,how_much,word,question_words,produces,how much,how much,כמה,,,,
item_576,what_is_it,word,question_words,produces,what is it,what is it,מה זה,,,,
item_577,who_is_it,word,question_words,produces,who is it,who is it,מי זה,,,,
item_578,behind,word,locations,produces,behind,behind,מאחורי,,,,
item_579,down,word,locations,produces,down,down,למטה,,,,
item_580,here,word,locations,produces,here,here,כאן/ פה,,,,
item_581,inside,word,locations,produces,inside/in,inside/in,בפנים/ בתוך,,,,
item_582,next_to,word,locations,produces,next to,next to,ליד/ על יד,,,,
item_583,on,word,locations,produces,on,on,על,,,,
item_584,on_top_of,word,locations,produces,on top of,on top of,מעל,,,,
item_585,there,word,locations,produces,there,there,שם,,,,
item_586,under,word,locations,produces,under,under,מתחת,,,,
item_587,up,word,locations,produces,up,up,למעלה,,,,
item_588,with,word,locations,produces,with,with,עם,,,,
item_589,between,word,locations,produces,between,between,בין,,,,
item_590,far,word,locations,produces,far,far,רחוק,,,,
item_591,all,word,quantifiers,produces,all,all,כל,,,,
item_592,a_lot,word,quantifiers,produces,a lot,a lot,הרבה,,,,
item_593,every,word,quantifiers,produces,every,every,הכל,,,,
item_594,more,word,quantifiers,produces,more,more,עוד ,,,,
item_595,much,word,quantifiers,produces,much,much,המון,,,,
item_596,none,word,quantifiers,produces,none,none,אף אחד,,,,
item_597,some,word,quantifiers,produces,some,some,מעט/ קצת,,,,
item_598,too,word,quantifiers,produces,too,too,גם,,,,
item_599,one,word,quantifiers,produces,one,one,אחד,,,,
item_600,nothing,word,quantifiers,produces,nothing,nothing,כלום,,,,
item_601,usepast,usage,how_use_words,not yet; sometimes; often,does your child ever talk about past events or people who are not present?,,"האם ילדך מדבר על אירועים או אנשים ששייכים לעבר? לדוגמה, אומר 'דורה' כשראה אותה בטלויזיה לפני יום או יומיים. ",,,,
item_602,usefuture,usage,how_use_words,not yet; sometimes; often,does your child ever talk about something that's going to happen in the future?,,"האם ילדך מדבר על דברים העומדים לקרות בעתיד? לדוגמה, אומר 'נדנדה' בדרך לגן המשחקים, או 'אוטו' לפני שיוצאים מהבית לנסיעה. ",,,,
item_603,miss_produce,usage,how_use_words,not yet; sometimes; often,does your child talk about objects that are not present?,,האם ילדך מנסה לדבר על דברים שלא נמצאים לידו?,,,,
item_604,miss_comp,usage,how_use_words,not yet; sometimes; often,does your child understand if you ask for something that is not in the room?,,"האם ילדך מבין אם מבקשים ממנו משהו שאינו בחדר? למשל, האם הוא הולך לחדר השני להביא את הדובי כששואלים אותו 'איפה דובי'?",,,,
item_605,usepossessive,usage,how_use_words,not yet; sometimes; often,does your child ever pick up or point to an object and name an absent person to whom the object belongs?,,"האם ילדך מרים או מצביע על חפצים ואומר את השם של בעלי החפצים גם כשבעל החפץ איננו לידו? לדוגמה, מרים נעל של אימא ואומר 'אימא'.",,,,
item_606,splural,ending,word_endings,not yet; sometimes; often,"To talk about more than one thing we add an ?€?s?€ to many words. Examples include cars (for more than one car), shoes, dogs and keys. Has your child begun to do this?",,כדי לדבר על יותר מדבר אחד אנחנו לפעמים מוסיפים 'ים' או 'ות' בסוף מילה. לדוגמה 'כלבים' או 'מפתחות'. האם ילדך מנסה לעשות זאת? ,,,,
item_607,combine,combine,combine,not yet; sometimes; often,Has your child begun to combine words yet?,,האם ילדך החל להשתמש בצירופי מילים?,,,,
item_608,complx01,complexity,complexity,one; two; three; four,בום/ מכה/ נפל/ רצפה (שימוש במילה אחת) <br/> אני נופל/ אני מכה (שימוש בצרוף מילים) <br/> אימא נפלתי/ קיבלתי מכה/ אימא אני נופל (שימוש במשפט קצר) <br/> נפלתי וקיבלתי מכה (שימוש במשפט ארוך),1. בום/ מכה/ נפל/ רצפה (שימוש במילה אחת) <br/> 2. אני נופל/ אני מכה (שימוש בצרוף מילים) <br/> 3. אימא נפלתי/ קיבלתי מכה/ אימא אני נופל (שימוש במשפט קצר) <br/> 4. נפלתי וקיבלתי מכה (שימוש במשפט ארוך),מה ילדך אומר כשהוא נופל? <br/> 1. בום/ מכה/ נפל/ רצפה (שימוש במילה אחת) <br/> 2. אני נופל/ אני מכה (שימוש בצרוף מילים) <br/> 3. אימא נפלתי/ קיבלתי מכה/ אימא אני נופל (שימוש במשפט קצר) <br/> 4. נפלתי וקיבלתי מכה (שימוש במשפט ארוך),,,Item_607,sometimes; often
item_609,complx02,complexity,complexity,one; two; three; four,לא/ די (שימוש במילה אחת) <br/> לא רוצה/ לא לאכול (שימוש בצרוף מילים) <br/> לא רוצה לישון/ לאכול/ ללכת (שימוש במשפט קצר) <br/> אני עכשיו לא רוצה לישון/ לאכול/ ללכת (שימוש במשפט ארוך),1. לא/ די (שימוש במילה אחת) <br/> 2. לא רוצה/ לא לאכול (שימוש בצרוף מילים) <br/> 3. לא רוצה לישון/ לאכול/ ללכת (שימוש במשפט קצר) <br/> 4. אני עכשיו לא רוצה לישון/ לאכול/ ללכת,מה ילדך אומר כשהוא אינו רוצה לישון/ לאכול/ ללכת למקום כלשהו?<br/> 1. לא/ די (שימוש במילה אחת) <br/> 2. לא רוצה/ לא לאכול (שימוש בצרוף מילים) <br/> 3. לא רוצה לישון/ לאכול/ ללכת (שימוש במשפט קצר) <br/> 4. אני עכשיו לא רוצה לישון/ לאכול/ ללכת (שימוש במשפט ארוך),,,Item_607,sometimes; often
item_610,complx03,complexity,complexity,one; two; three; four,שם/ דלת/ החוצה/ לטייל (שימוש במילה אחת) <br/> הולכים לטייל/ רוצה החוצה (שימוש בצרוף מילים) <br/> אימא בואי נלך/ רוצה לצאת החוצה (שימוש במשפט קצר) <br/> אני רוצה ללכ לגינה/ אימא בואי נלך לטייל (שימוש במשפט ארוך),1. שם/ דלת/ החוצה/ לטייל (שימוש במילה אחת) <br/> 2. הולכים לטייל/ רוצה החוצה (שימוש בצרוף מילים) <br/> 3. אימא בואי נלך/ רוצה לצאת החוצה (שימוש במשפט קצר) <br/> 4. אני רוצה ללכת לגינה/ אימא בואי נלך לטייל (שימוש במשפט ארוך),מה ילדך אומר כשהוא רוצה לטייל? <br/> 1. שם/ דלת/ החוצה/ לטייל (שימוש במילה אחת) <br/> 2. הולכים לטייל/ רוצה החוצה (שימוש בצרוף מילים) <br/> 3. אימא בואי נלך/ רוצה לצאת החוצה (שימוש במשפט קצר) <br/> 4. אני רוצה ללכת לגינה/ אימא בואי נלך לטייל (שימוש במשפט ארוך),,,Item_607,sometimes; often
item_611,complx04,complexity,complexity,one; two; three; four,כדור/ עוד/ זה/ הרבה (שימוש במילה אחת) <br/> זה כדור/ עוד כדור/ הרבה כדור (שימוש בצרוף מילים) <br/> הנה הרבה כדורים/ יש פה כדורים (שימוש במשפט קצר) <br/> אני רואה בתמונה כדורים/ יש פה הרבה כדורים/ הנה כדור ועוד כדור (שימוש במשפט ארוך),1. כדור/ עוד/ זה/ הרבה (שימוש במילה אחת) <br/> 2. זה כדור/ עוד כדור/ הרבה כדור (שימוש בצרוף מילים) <br/> 3. הנה הרבה כדורים/ יש פה כדורים (שימוש במשפט קצר) <br/> 4. אני רואה בתמונה כדורים/ יש פה הרבה כדורים/ הנה כדור ועוד כדור (שימוש במשפט ארוך),מה ילדך אומר כשהוא רואה תמונה של הרבה כדורים? <br/> 1. כדור/ עוד/ זה/ הרבה (שימוש במילה אחת) <br/> 2. זה כדור/ עוד כדור/ הרבה כדור (שימוש בצרוף מילים) <br/> 3. הנה הרבה כדורים/ יש פה כדורים (שימוש במשפט קצר) <br/> 4. אני רואה בתמונה כדורים/ יש פה הרבה כדורים/ הנה כדור ועוד כדור (שימוש במשפט ארוך),,,Item_607,sometimes; often
item_612,complx05,complexity,complexity,one; two; three; four,זה/ את זה/ דובי (שימוש במילה אחת) <br/> תני לי/ אוצה דובי/ עוד דובי (שימוש בצרוף מילים) <br/> אני רוצה דובי/ אני רוצה את הדובי/ תני לי דובי (שימוש במשפט קצר) <br/> אני רוצה דובי גדול/ אני רוצה את הדובי הגדול/ תני לי את הדובי הגדול (שימוש במשפט ארוך),1. זה/ את זה/ דובי (שימוש במילה אחת) <br/> 2. תני לי/ רוצה דובי/ עוד דובי (שימוש בצרוף מילים) <br/> 3. אני רוצה דובי/ אני רוצה את הדובי/ תני לי דובי (שימוש במשפט קצר) <br/> 4. אני רוצה דובי גדול/ אני רוצה את הדובי הגדול/ תני לי את הדובי הגדול (שימוש במשפט ארוך),מה ילדך אומר כשהוא רוצה לקבל דובי גדול המונח על המדף? <br/> 1. זה/ את זה/ דובי (שימוש במילה אחת) <br/> 2. תני לי/ רוצה דובי/ עוד דובי (שימוש בצרוף מילים) <br/> 3. אני רוצה דובי/ אני רוצה את הדובי/ תני לי דובי (שימוש במשפט קצר) <br/> 4. אני רוצה דובי גדול/ אני רוצה את הדובי הגדול/ תני לי את הדובי הגדול (שימוש במשפט ארוך),,,Item_607,sometimes; often
item_613,complx06,complexity,complexity,one; two; three; four,ילד/ ילדה/ אוכל/ אוכלת/ תפוח (שימוש במילה אחת) <br/> ילד אוכל/ ילדה אוכלת/ ילדה אוכלים (שימוש בצרוף מילים) <br/> ילדה אוכלת תפוח (שימוש במשפט קצר) <br/> הילדה אוכלת את התפוח שלה/ התפוח טעים לילדה/ הילדה אוהבת לאכול תפוחים (שימוש במשפט ארוך),1. ילד/ ילדה/ אוכל/ אוכלת/ תפוח (שימוש במילה אחת) <br/> 2. ילד אוכל/ ילדה אוכלת/ ילדה אוכלים (שימוש בצרוף מילים) <br/> 3. ילדה אוכלת תפוח (שימוש במשפט קצר) <br/> 4. הילדה אוכלת את התפוח שלה/ התפוח טעים לילדה/ הילדה אוהבת לאכול תפוחים (שימוש במשפט ארוך) ,מה ילדך אומר כשהוא רואה תמונה של ילדה אוכלת תפוח? <br/> 1. ילד/ ילדה/ אוכל/ אוכלת/ תפוח (שימוש במילה אחת) <br/> 2. ילד אוכל/ ילדה אוכלת/ ילדה אוכלים (שימוש בצרוף מילים) <br/> 3. ילדה אוכלת תפוח (שימוש במשפט קצר) <br/> 4. הילדה אוכלת את התפוח שלה/ התפוח טעים לילדה/ הילדה אוהבת לאכול תפוחים (שימוש במשפט ארוך),,,Item_607,sometimes; often
item_614,complx07,complexity,complexity,one; two; three; four,בלון/ עף/ למעלה/ אוי ואבוי (שימוש במילה אחת) <br/> הנה בלון/ בלון למעלה/ בלון עף (שימוש בצרוף מילים) <br/> בלון עף לילד/ הנה הבלון עף (שימוש במשפט קצר) <br/> הבלון של הילד עף למעלה/ הבלון עף לילד מהיד (שימוש במשפט ארוך) ,1. בלון/ עף/ למעלה/ אוי ואבוי (שימוש במילה אחת) <br/> 2. הנה בלון/ בלון למעלה/ בלון עף (שימוש בצרוף מילים) 3. בלון עף לילד/ הנה הבלון עף (שימוש במשפט קצר) 4. הבלון של הילד עף למעלה/ הבלון עף לילד מהיד (שימוש במשפט ארוך),מה ילדך אומר כשהוא רואה ילד שהבלון עף לו מהיד? <br/> 1. בלון/ עף/ למעלה/ או ואבוי (שימוש במילה אחת) <br/> 2. הנה בלון/ בלון למעלה/ בלון עף (שימוש בצרוף מילים) <br/> 3. בלון עף לילד/ הנה הבלון עף (שימוש במשפט קצר) <br/> 4. הבלון של הילד עף למעלה/ הבלון עף לילד מהיד (שימוש במשפט ארוך),,,Item_607,sometimes; often
item_615,complx08,complexity,complexity,one; two; three; four,אוטו/ לנסוע/ ברר ברר/ הן הן (שימוש במילה אחת) <br/> אוטו נוסע/ אני אוטו/ אני נוסע (שימוש בצרוף מילים) <br/> אני נוסע באוטו/ אני מסיע אוטו/ אוטו נוסע רחוק (שימוש במשפט קצר) <br/> אני מסיע את האוטו הגדול/ האוטו שלי נוסע מהר/ זה אוטו שנוסע רחוק (שימוש במשפט ארוך),1. אוטו/ לנסוע/ ברר ברר/ הן הן (שימוש במילה אחת) <br/> 2. אוטו נוסע/ אני אוטו/ אני נוסע (שימוש בצרוף מילים) <br/> 3. אני נוסע באוטו/ אני מסיע אוטו/ אוטו נוסע רחוק (שימוש במשפט קצר) <br/> 4. אני מסיע את האוטו הגדול/ האוטו שלי נוסע מהר/ זה אוטו שנוסע רחוק (שימוש במשפט ארוך),מה ילדך אומר כשהוא מסיע מכונית צעצוע? <br/> 1. אוטו/ לנסוע/ ברר ברר/ הן הן (שימוש במילה אחת) <br/> 2. אוטו נוסע/ אני אוטו/ אני נוסע (שימוש בצרוף מילים) <br/> 3. אני נוסע באוטו/ אני מסיע אוטו/ אוטו נוסע רחוק (שימוש במשפט קצר) <br/> 4. אני מסיע את האוטו הגדול/ האוטו שלי נוסע מהר/ זה אוטו שנוסע רחוק (שימוש במשפט ארוך),,,Item_607,sometimes; often
